title,description,category
La impresora de red no llega señal a mi oficina,"La impresora de red no llega señal a mi oficina, desde esta mañana. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RED
Mi clave de acceso no tiene permisos para entrar a la carpeta,"Mi clave de acceso no tiene permisos para entrar a la carpeta, desde que volvimos de la semana de vacaciones.",ACCESOS
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando de un momento a otro.,SUGERENCIAS
La sala de videoconferencia necesito cambiarle el horario a mi reserva,"La sala de videoconferencia necesito cambiarle el horario a mi reserva, desde esta mañana.",RESERVA_DE_SALAS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando cada vez que lo intento. Es crítico: afecta a todo el piso y nadie puede trabajar.,OTRO
Los parlantes se congela cada rato,"Los parlantes se congela cada rato, hace ya una semana. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",HARDWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando cada vez que lo intento. Tengo una entrega importante y esto me lo está impidiendo.",OTRO
El sistema de facturación no reconoce mi usuario y contraseña,"El sistema de facturación no reconoce mi usuario y contraseña, hace ya una semana.",SOFTWARE
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando desde que volvimos de la semana de vacaciones.,SUGERENCIAS
El proyector de la sala quedó con la pantalla azul,"El proyector de la sala quedó con la pantalla azul, de un momento a otro.",HARDWARE
Capacitación para personal nuevo,"Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando cada vez que lo intento. Es urgente, no puedo seguir trabajando.",SUGERENCIAS
Llevo dos semanas esperando respuesta,"Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando sin ningún cambio de mi parte. Puede esperar, no me está bloqueando por ahora.",RECLAMOS
La sala de directorio aparece ocupada pero en realidad está libre,"La sala de directorio aparece ocupada pero en realidad está libre, de un momento a otro.",RESERVA_DE_SALAS
La sala de videoconferencia el sistema no me deja reservarla,"La sala de videoconferencia el sistema no me deja reservarla, desde ayer en la tarde. Es crítico: afecta a todo el piso y nadie puede trabajar.",RESERVA_DE_SALAS
El wifi de la oficina se cae cada cierto tiempo,"El wifi de la oficina se cae cada cierto tiempo, después de la última actualización.",RED
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando desde ayer en la tarde.,SUGERENCIAS
Mi perfil en el sistema de tickets no me deja entrar de ninguna forma,"Mi perfil en el sistema de tickets no me deja entrar de ninguna forma, desde ayer en la tarde.",ACCESOS
Mi acceso a la carpeta compartida olvidé la contraseña y no puedo recuperarla,"Mi acceso a la carpeta compartida olvidé la contraseña y no puedo recuperarla, cada vez que lo intento. Por favor priorizar, me está atrasando bastante.",ACCESOS
La red cableada de mi escritorio no llega señal a mi oficina,"La red cableada de mi escritorio no llega señal a mi oficina, justo antes de una reunión importante.",RED
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando justo antes de una reunión importante.,RECLAMOS
El punto de red de mi oficina no logra conectar,"El punto de red de mi oficina no logra conectar, de un momento a otro.",RED
El computador no enciende,"El computador no enciende, después de la última actualización. No es urgente, pueden revisarlo cuando tengan tiempo.",HARDWARE
La impresora de red aparece 'sin acceso a internet',"La impresora de red aparece 'sin acceso a internet', de forma intermitente durante el día.",RED
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando cada vez que lo intento.,RECLAMOS
La conexión a internet se cae cada cierto tiempo,"La conexión a internet se cae cada cierto tiempo, justo antes de una reunión importante. Necesito que se resuelva hoy mismo si es posible.",RED
El problema volvió a ocurrir,"El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando cada vez que lo intento. Es urgente, no puedo seguir trabajando.",RECLAMOS
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando justo antes de una reunión importante. Sin apuro, cualquier día de esta semana está bien.",SUGERENCIAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando desde ayer en la tarde.,RECLAMOS
Me cerraron el ticket sin avisar,"Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando desde que volvimos de la semana de vacaciones. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RECLAMOS
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.",OTRO
El disco duro externo se reinicia solo,"El disco duro externo se reinicia solo, desde ayer en la tarde. Por favor priorizar, me está atrasando bastante.",HARDWARE
La vpn institucional no carga ninguna página,"La vpn institucional no carga ninguna página, hace ya una semana.",RED
El mouse hace un ruido extraño al prender,"El mouse hace un ruido extraño al prender, justo antes de una reunión importante. Es crítico: afecta a todo el piso y nadie puede trabajar.",HARDWARE
El sistema de gestión académica aparece una pantalla de error en blanco,"El sistema de gestión académica aparece una pantalla de error en blanco, hace ya una semana.",SOFTWARE
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando justo antes de una reunión importante. No corre prisa, es solo para dejarlo registrado.",OTRO
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando desde ayer en la tarde. Ya es el segundo día sin poder trabajar por esto.",OTRO
El acceso a la carpeta compartida se desconecta apenas me conecto,"El acceso a la carpeta compartida se desconecta apenas me conecto, desde ayer en la tarde. Sin apuro, cualquier día de esta semana está bien.",RED
El acceso a la carpeta compartida quedó completamente sin acceso,"El acceso a la carpeta compartida quedó completamente sin acceso, desde que volvimos de la semana de vacaciones. Por favor priorizar, me está atrasando bastante.",RED
La impresora quedó con la pantalla azul,"La impresora quedó con la pantalla azul, sin ningún cambio de mi parte. Es crítico: afecta a todo el piso y nadie puede trabajar.",HARDWARE
El navegador pide una licencia que no tengo activada,"El navegador pide una licencia que no tengo activada, hace ya una semana. Ya es el segundo día sin poder trabajar por esto.",SOFTWARE
La webcam no responde a nada,"La webcam no responde a nada, desde que volvimos de la semana de vacaciones.",HARDWARE
El sistema de gestión académica dejó de sincronizar los archivos,"El sistema de gestión académica dejó de sincronizar los archivos, desde esta mañana.",SOFTWARE
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando sin ningún cambio de mi parte.,RECLAMOS
El notebook no carga la batería aunque esté conectado,"El notebook no carga la batería aunque esté conectado, sin ningún cambio de mi parte.",HARDWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando después de la última actualización. Por favor priorizar, me está atrasando bastante.",OTRO
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando de un momento a otro.,SUGERENCIAS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando justo antes de una reunión importante.,SUGERENCIAS
Los parlantes hace un ruido extraño al prender,"Los parlantes hace un ruido extraño al prender, sin ningún cambio de mi parte. Necesito que se resuelva hoy mismo si es posible.",HARDWARE
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando cada vez que lo intento.,RECLAMOS
Mi acceso a la carpeta compartida olvidé la contraseña y no puedo recuperarla,"Mi acceso a la carpeta compartida olvidé la contraseña y no puedo recuperarla, desde esta mañana.",ACCESOS
El auditorio la necesito reservar para mañana,"El auditorio la necesito reservar para mañana, después de la última actualización.",RESERVA_DE_SALAS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando desde esta mañana.",OTRO
El sistema de gestión académica no guarda los cambios que hago,"El sistema de gestión académica no guarda los cambios que hago, después de la última actualización.",SOFTWARE
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando de un momento a otro.,RECLAMOS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando desde esta mañana. Ya es el segundo día sin poder trabajar por esto.",RECLAMOS
El disco duro externo quedó con la pantalla azul,"El disco duro externo quedó con la pantalla azul, sin ningún cambio de mi parte.",HARDWARE
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
La red cableada de mi escritorio aparece 'sin acceso a internet',"La red cableada de mi escritorio aparece 'sin acceso a internet', desde ayer en la tarde.",RED
Windows se cierra solo apenas lo abro,"Windows se cierra solo apenas lo abro, desde que volvimos de la semana de vacaciones.",SOFTWARE
El acceso al edificio olvidé la contraseña y no puedo recuperarla,"El acceso al edificio olvidé la contraseña y no puedo recuperarla, de un momento a otro. Tengo una entrega importante y esto me lo está impidiendo.",ACCESOS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando cada vez que lo intento.",OTRO
Outlook se cierra solo apenas lo abro,"Outlook se cierra solo apenas lo abro, justo antes de una reunión importante.",SOFTWARE
El disco duro externo no responde a nada,"El disco duro externo no responde a nada, justo antes de una reunión importante. Por favor priorizar, me está atrasando bastante.",HARDWARE
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando de forma intermitente durante el día.,RECLAMOS
El wifi de la oficina no llega señal a mi oficina,"El wifi de la oficina no llega señal a mi oficina, hace ya una semana. Por favor priorizar, me está atrasando bastante.",RED
La sala de videoconferencia quiero reservarla de forma recurrente todo el mes,"La sala de videoconferencia quiero reservarla de forma recurrente todo el mes, desde esta mañana.",RESERVA_DE_SALAS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando justo antes de una reunión importante. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",OTRO
La red del piso 3 no llega señal a mi oficina,"La red del piso 3 no llega señal a mi oficina, después de la última actualización. Es crítico: afecta a todo el piso y nadie puede trabajar.",RED
Outlook se congela al abrir un archivo grande,"Outlook se congela al abrir un archivo grande, desde esta mañana.",SOFTWARE
La red del laboratorio no carga ninguna página,"La red del laboratorio no carga ninguna página, desde esta mañana. Es crítico: afecta a todo el piso y nadie puede trabajar.",RED
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando desde esta mañana.,SUGERENCIAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando cada vez que lo intento.,RECLAMOS
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando de forma intermitente durante el día.,RECLAMOS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando después de la última actualización.,OTRO
La sala de capacitación quiero cancelar mi reserva de esta semana,"La sala de capacitación quiero cancelar mi reserva de esta semana, de un momento a otro. Tengo una entrega importante y esto me lo está impidiendo.",RESERVA_DE_SALAS
Outlook no reconoce mi usuario y contraseña,"Outlook no reconoce mi usuario y contraseña, justo antes de una reunión importante.",SOFTWARE
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de un momento a otro. No es urgente, pueden revisarlo cuando tengan tiempo.",OTRO
La fuente de poder no responde a nada,"La fuente de poder no responde a nada, de forma intermitente durante el día.",HARDWARE
El monitor quedó con la pantalla azul,"El monitor quedó con la pantalla azul, justo antes de una reunión importante. Tengo una entrega importante y esto me lo está impidiendo.",HARDWARE
La sala de capacitación aparece ocupada pero en realidad está libre,"La sala de capacitación aparece ocupada pero en realidad está libre, sin ningún cambio de mi parte. No es urgente, pueden revisarlo cuando tengan tiempo.",RESERVA_DE_SALAS
La sala de reuniones necesito cambiarle el horario a mi reserva,"La sala de reuniones necesito cambiarle el horario a mi reserva, hace ya una semana.",RESERVA_DE_SALAS
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando justo antes de una reunión importante.,RECLAMOS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando desde que volvimos de la semana de vacaciones.",OTRO
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando cada vez que lo intento.",OTRO
Mi usuario del sistema pide verificación en dos pasos y el código nunca llega,"Mi usuario del sistema pide verificación en dos pasos y el código nunca llega, hace ya una semana.",ACCESOS
Windows no reconoce mi usuario y contraseña,"Windows no reconoce mi usuario y contraseña, de forma intermitente durante el día. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",SOFTWARE
Llevo dos semanas esperando respuesta,"Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando cada vez que lo intento. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",RECLAMOS
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando de forma intermitente durante el día.,RECLAMOS
Notificación por correo al cambiar estado,"Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando desde esta mañana. Puede esperar, no me está bloqueando por ahora.",SUGERENCIAS
Permitir adjuntar más de un archivo,"Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando justo antes de una reunión importante. Por favor priorizar, me está atrasando bastante.",SUGERENCIAS
La sala de capacitación aparece ocupada pero en realidad está libre,"La sala de capacitación aparece ocupada pero en realidad está libre, después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.",RESERVA_DE_SALAS
Mi clave de acceso olvidé la contraseña y no puedo recuperarla,"Mi clave de acceso olvidé la contraseña y no puedo recuperarla, desde esta mañana. Necesito que se resuelva hoy mismo si es posible.",ACCESOS
La impresora de red no llega señal a mi oficina,"La impresora de red no llega señal a mi oficina, cada vez que lo intento.",RED
Mi usuario del sistema pide verificación en dos pasos y el código nunca llega,"Mi usuario del sistema pide verificación en dos pasos y el código nunca llega, de un momento a otro. Es urgente, no puedo seguir trabajando.",ACCESOS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando desde esta mañana.",OTRO
El acceso al edificio no tiene permisos para entrar a la carpeta,"El acceso al edificio no tiene permisos para entrar a la carpeta, desde que volvimos de la semana de vacaciones. Ya es el segundo día sin poder trabajar por esto.",ACCESOS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.",OTRO
Mi acceso a la carpeta compartida olvidé la contraseña y no puedo recuperarla,"Mi acceso a la carpeta compartida olvidé la contraseña y no puedo recuperarla, de forma intermitente durante el día.",ACCESOS
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando cada vez que lo intento. Tengo una entrega importante y esto me lo está impidiendo.",OTRO
Teams pide una licencia que no tengo activada,"Teams pide una licencia que no tengo activada, de un momento a otro. Ya es el segundo día sin poder trabajar por esto.",SOFTWARE
El computador quedó con la pantalla azul,"El computador quedó con la pantalla azul, de un momento a otro. Tengo una entrega importante y esto me lo está impidiendo.",HARDWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando desde esta mañana. Necesito que se resuelva hoy mismo si es posible.",OTRO
Mi tarjeta de acceso necesito que me den acceso,"Mi tarjeta de acceso necesito que me den acceso, desde que volvimos de la semana de vacaciones. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",ACCESOS
La sala de reuniones aparece ocupada pero en realidad está libre,"La sala de reuniones aparece ocupada pero en realidad está libre, de forma intermitente durante el día. Ya es el segundo día sin poder trabajar por esto.",RESERVA_DE_SALAS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando sin ningún cambio de mi parte.,OTRO
Outlook pide una licencia que no tengo activada,"Outlook pide una licencia que no tengo activada, justo antes de una reunión importante.",SOFTWARE
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando sin ningún cambio de mi parte.,RECLAMOS
Outlook muestra un error al iniciar sesión,"Outlook muestra un error al iniciar sesión, desde que volvimos de la semana de vacaciones.",SOFTWARE
El wifi de la oficina quedó completamente sin acceso,"El wifi de la oficina quedó completamente sin acceso, hace ya una semana.",RED
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando hace ya una semana.,SUGERENCIAS
El antivirus se cierra solo apenas lo abro,"El antivirus se cierra solo apenas lo abro, desde ayer en la tarde. Necesito que se resuelva hoy mismo si es posible.",SOFTWARE
El auditorio la necesito reservar para mañana,"El auditorio la necesito reservar para mañana, desde ayer en la tarde.",RESERVA_DE_SALAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando desde ayer en la tarde.,RECLAMOS
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando después de la última actualización.,RECLAMOS
La sala 204 quiero cancelar mi reserva de esta semana,"La sala 204 quiero cancelar mi reserva de esta semana, cada vez que lo intento.",RESERVA_DE_SALAS
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando sin ningún cambio de mi parte. Es crítico: afecta a todo el piso y nadie puede trabajar.,RECLAMOS
Teams dejó de sincronizar los archivos,"Teams dejó de sincronizar los archivos, después de la última actualización.",SOFTWARE
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando sin ningún cambio de mi parte.,RECLAMOS
Mi cuenta de la vpn olvidé la contraseña y no puedo recuperarla,"Mi cuenta de la vpn olvidé la contraseña y no puedo recuperarla, desde que volvimos de la semana de vacaciones. Por favor priorizar, me está atrasando bastante.",ACCESOS
Teams no reconoce mi usuario y contraseña,"Teams no reconoce mi usuario y contraseña, de forma intermitente durante el día. Ya es el segundo día sin poder trabajar por esto.",SOFTWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando después de la última actualización. No corre prisa, es solo para dejarlo registrado.",OTRO
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando de forma intermitente durante el día. Es urgente, no puedo seguir trabajando.",OTRO
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando de un momento a otro.,SUGERENCIAS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando desde ayer en la tarde.,RECLAMOS
Permitir adjuntar más de un archivo,"Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando hace ya una semana. No corre prisa, es solo para dejarlo registrado.",SUGERENCIAS
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de forma intermitente durante el día. No corre prisa, es solo para dejarlo registrado.",OTRO
El acceso al edificio se venció y no puedo renovarla,"El acceso al edificio se venció y no puedo renovarla, justo antes de una reunión importante.",ACCESOS
Teams no abre de ninguna forma,"Teams no abre de ninguna forma, hace ya una semana. Es crítico: afecta a todo el piso y nadie puede trabajar.",SOFTWARE
El laboratorio de cómputo necesito cambiarle el horario a mi reserva,"El laboratorio de cómputo necesito cambiarle el horario a mi reserva, después de la última actualización. Puede esperar, no me está bloqueando por ahora.",RESERVA_DE_SALAS
La webcam se ve la pantalla completamente negra,"La webcam se ve la pantalla completamente negra, sin ningún cambio de mi parte.",HARDWARE
La impresora hace un ruido extraño al prender,"La impresora hace un ruido extraño al prender, después de la última actualización.",HARDWARE
La vpn institucional está muy lenta desde hace rato,"La vpn institucional está muy lenta desde hace rato, hace ya una semana.",RED
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando desde que volvimos de la semana de vacaciones.",SUGERENCIAS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando desde esta mañana.,SUGERENCIAS
Mi cuenta de la vpn no me deja entrar de ninguna forma,"Mi cuenta de la vpn no me deja entrar de ninguna forma, desde ayer en la tarde. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",ACCESOS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando después de la última actualización.,SUGERENCIAS
La impresora de red aparece 'sin acceso a internet',"La impresora de red aparece 'sin acceso a internet', desde ayer en la tarde. Tengo una entrega importante y esto me lo está impidiendo.",RED
La sala 204 necesito cambiarle el horario a mi reserva,"La sala 204 necesito cambiarle el horario a mi reserva, sin ningún cambio de mi parte. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RESERVA_DE_SALAS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando cada vez que lo intento. Ya es el segundo día sin poder trabajar por esto.,SUGERENCIAS
Los parlantes perdió la conexión con el equipo,"Los parlantes perdió la conexión con el equipo, sin ningún cambio de mi parte.",HARDWARE
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando sin ningún cambio de mi parte. Es crítico: afecta a todo el piso y nadie puede trabajar.,OTRO
Mi tarjeta de acceso quedó bloqueada,"Mi tarjeta de acceso quedó bloqueada, justo antes de una reunión importante. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",ACCESOS
Mi cuenta de la vpn no tiene permisos para entrar a la carpeta,"Mi cuenta de la vpn no tiene permisos para entrar a la carpeta, cada vez que lo intento.",ACCESOS
El navegador se congela al abrir un archivo grande,"El navegador se congela al abrir un archivo grande, sin ningún cambio de mi parte.",SOFTWARE
La sala de capacitación quiero reservarla de forma recurrente todo el mes,"La sala de capacitación quiero reservarla de forma recurrente todo el mes, desde esta mañana.",RESERVA_DE_SALAS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando cada vez que lo intento.",RECLAMOS
La vpn institucional aparece una pantalla de error en blanco,"La vpn institucional aparece una pantalla de error en blanco, hace ya una semana. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",SOFTWARE
El cargador del notebook se reinicia solo,"El cargador del notebook se reinicia solo, desde esta mañana. Puede esperar, no me está bloqueando por ahora.",HARDWARE
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando después de la última actualización.,RECLAMOS
El cargador del notebook no responde a nada,"El cargador del notebook no responde a nada, después de la última actualización. Sistema completo caído para todo el área, se necesita atención inmediata.",HARDWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando desde esta mañana.",OTRO
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando desde ayer en la tarde.,OTRO
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando de un momento a otro.,SUGERENCIAS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando hace ya una semana.,RECLAMOS
La sala 204 la necesito reservar para mañana,"La sala 204 la necesito reservar para mañana, desde ayer en la tarde. Es urgente, no puedo seguir trabajando.",RESERVA_DE_SALAS
El scanner perdió la conexión con el equipo,"El scanner perdió la conexión con el equipo, desde que volvimos de la semana de vacaciones.",HARDWARE
Mi clave de acceso dice que el usuario no existe,"Mi clave de acceso dice que el usuario no existe, de un momento a otro.",ACCESOS
El computador no reconoce el cable USB,"El computador no reconoce el cable USB, desde ayer en la tarde.",HARDWARE
La sala de reuniones quiero cancelar mi reserva de esta semana,"La sala de reuniones quiero cancelar mi reserva de esta semana, sin ningún cambio de mi parte. No corre prisa, es solo para dejarlo registrado.",RESERVA_DE_SALAS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando cada vez que lo intento.,OTRO
La aplicación de asistencia no reconoce mi usuario y contraseña,"La aplicación de asistencia no reconoce mi usuario y contraseña, justo antes de una reunión importante.",SOFTWARE
El problema volvió a ocurrir,"El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando después de la última actualización. No corre prisa, es solo para dejarlo registrado.",RECLAMOS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando hace ya una semana.",OTRO
La sala de capacitación quiero cancelar mi reserva de esta semana,"La sala de capacitación quiero cancelar mi reserva de esta semana, justo antes de una reunión importante.",RESERVA_DE_SALAS
Llevo dos semanas esperando respuesta,"Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando después de la última actualización. Sistema completo caído para todo el área, se necesita atención inmediata.",RECLAMOS
El sistema de facturación aparece una pantalla de error en blanco,"El sistema de facturación aparece una pantalla de error en blanco, después de la última actualización.",SOFTWARE
La sala de capacitación quiero cancelar mi reserva de esta semana,"La sala de capacitación quiero cancelar mi reserva de esta semana, justo antes de una reunión importante.",RESERVA_DE_SALAS
El acceso al edificio quedó bloqueada,"El acceso al edificio quedó bloqueada, de un momento a otro. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",ACCESOS
La red del piso 3 aparece 'sin acceso a internet',"La red del piso 3 aparece 'sin acceso a internet', cada vez que lo intento. Ya es el segundo día sin poder trabajar por esto.",RED
La red cableada de mi escritorio no llega señal a mi oficina,"La red cableada de mi escritorio no llega señal a mi oficina, sin ningún cambio de mi parte.",RED
Excel no guarda los cambios que hago,"Excel no guarda los cambios que hago, hace ya una semana. No es urgente, pueden revisarlo cuando tengan tiempo.",SOFTWARE
La red del piso 3 se desconecta apenas me conecto,"La red del piso 3 se desconecta apenas me conecto, desde que volvimos de la semana de vacaciones.",RED
El auditorio quiero cancelar mi reserva de esta semana,"El auditorio quiero cancelar mi reserva de esta semana, desde esta mañana. Es crítico: afecta a todo el piso y nadie puede trabajar.",RESERVA_DE_SALAS
La red cableada de mi escritorio no logra conectar,"La red cableada de mi escritorio no logra conectar, justo antes de una reunión importante. Es crítico: afecta a todo el piso y nadie puede trabajar.",RED
La sala de capacitación aparece ocupada pero en realidad está libre,"La sala de capacitación aparece ocupada pero en realidad está libre, de un momento a otro. Es urgente, no puedo seguir trabajando.",RESERVA_DE_SALAS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando de forma intermitente durante el día.,SUGERENCIAS
La red del piso 3 no llega señal a mi oficina,"La red del piso 3 no llega señal a mi oficina, justo antes de una reunión importante.",RED
El scanner se ve la pantalla completamente negra,"El scanner se ve la pantalla completamente negra, desde que volvimos de la semana de vacaciones.",HARDWARE
